XY travel [mm]: (0.0, 0.0) -> (0.05, 0.05)
Z travel [mm]: (0) -> (0.5)
XY travel [step]: (0, 0) -> (16, 16)
Z travel [step]: (0) -> (315)
(17 x 17 x 316)
4259,4626,4176,4828,4882,5363,5034,6008,5704,5966,5812,6451,5971,6947,6909,6572,6548
3592,4208,2888,3941,3759,4326,4901,5380,5488,5656,6179,5852,6264,5888,6334,6063,6738
3405,4498,5619,5529,4985,5643,5931,6381,4994,6492,5898,6410,6581,7192,7045,7151,6669
4746,3394,4749,5417,5063,4507,5598,5739,6013,5895,5362,5500,6525,6832,7035,6703,7339
4466,4986,4930,5683,5891,6334,5848,6691,6913,7066,6787,7107,6790,7259,7860,7420,7479
3759,4248,5106,4796,5239,5117,5564,5773,6409,5895,6530,6584,7464,4286,7340,7355,8075
4295,5363,5072,6533,5934,6569,6581,6990,6663,8892,8299,7423,8678,7952,7563,7999,7862
4747,4335,5286,4995,5487,6706,6609,6023,6992,6660,7110,6918,7271,7392,7848,8840,8460
5155,5604,4367,7148,6963,7151,6797,7227,7391,7340,7480,8001,8012,8195,8674,8114,8379
5325,5157,5323,5244,5679,5731,7379,7361,7342,7517,7382,7474,7420,7559,7547,8343,8673
5731,5764,6389,7344,7514,7422,7596,7513,7651,8001,8050,8287,8596,8819,8592,8844,8676
6133,6103,5881,6117,6301,6352,7963,7608,8238,7770,7966,7777,8079,8015,8462,9161,9566
6586,6380,6467,7553,7778,7504,8015,8066,7858,8156,8424,8779,10025,9553,9455,9379,9335
6530,5890,6410,6028,6867,6581,7035,7123,8669,8465,8470,8256,8289,8418,8821,8634,9568
6782,6533,6824,6831,7355,8467,8510,8969,8552,8889,8672,9209,12027,9980,9617,9454,9581
7260,6791,6695,6661,7186,6826,7218,7393,7380,7476,9010,8953,9056,8751,9153,9246,10027
7519,7301,7475,7380,7433,9056,7692,9105,8997,9210,9333,11111,10975,3263,10318,10561,10683
