XY travel [mm]: (0.0, 0.0) -> (0.1, 0.1)
Z travel [mm]: (0) -> (0.5)
XY travel [step]: (0, 0) -> (31, 31)
Z travel [step]: (0) -> (315)
(32 x 32 x 316)
34,38,0,-1,36,38,1,-43,-41,0,39,38,0,37,0,-42,-40,-3,37,36,0,-41,-38,-1,37,36,2,36,-1,-40,-42,-2
37,1,38,0,38,2,36,37,1,1,36,1,37,36,-1,-42,-41,-1,37,2,37,38,0,-44,-42,1,36,1,37,-1,37,41
2,38,1,35,1,37,-1,37,1,-40,-34,-1,38,35,-1,36,2,-39,-41,-2,40,36,2,-41,-39,-1,39,38,1,0,37,38
38,3,38,1,36,-1,39,38,-1,-42,-42,2,39,37,-1,-39,-43,0,36,0,38,2,34,1,36,36,-1,-40,-43,-1,38,0
1,35,0,37,1,37,1,37,2,39,1,-45,-41,-2,37,36,1,35,3,1,39,41,0,-40,-40,-1,40,36,2,37,-1,-41
42,36,-1,-40,-42,-1,36,1,35,36,-2,-41,-40,1,39,37,-2,-40,-42,1,36,1,36,1,38,-40,-43,-1,40,38,0,-39
1,37,1,37,0,-1,38,41,1,39,1,35,1,38,1,36,2,35,-1,37,0,-43,-39,-1,38,39,2,-40,-40,-2,37,35
37,1,36,-1,37,-1,37,0,37,1,39,38,1,-39,-43,1,36,36,0,-38,-41,1,38,2,37,3,36,40,-3,-40,-41,1
0,-42,-39,-2,37,40,0,-41,-40,-1,38,39,-1,36,2,36,0,38,-2,0,37,35,2,36,1,37,1,36,2,35,2,35
36,0,40,40,-1,0,38,36,0,1,38,1,35,1,37,-1,37,0,37,35,-2,-39,-42,-1,37,-1,39,2,38,41,0,1
-1,37,1,36,1,-39,-41,-2,40,38,0,37,-2,38,1,38,1,36,0,38,0,37,-1,36,1,37,0,38,1,35,0,36
36,1,38,0,35,0,37,0,36,0,38,38,0,0,35,-1,36,0,37,0,36,1,37,-1,39,39,-1,-39,-40,1,38,1
0,38,2,36,2,36,1,38,1,36,1,2,40,37,0,35,1,37,0,38,1,37,0,36,2,36,0,34,1,37,0,35
-2,0,37,-3,37,-1,37,1,37,2,40,36,-1,-41,-41,0,37,0,37,1,38,0,36,0,35,1,37,0,37,-2,36,1
39,38,0,35,2,-39,-39,-2,36,38,-1,37,-1,38,1,37,-1,-41,-38,-1,42,40,0,36,0,36,1,36,-1,37,-1,35
36,0,37,0,37,0,35,1,35,1,37,0,38,38,-1,1,37,38,1,0,38,2,36,0,36,1,38,2,38,-1,37,-1
1,36,1,-42,-41,0,38,38,0,37,0,37,2,35,0,39,0,38,1,37,1,38,0,38,1,36,0,38,1,37,1,36
37,1,37,-1,37,1,37,0,39,40,-2,-38,-40,0,41,38,0,2,36,1,35,0,36,1,35,1,38,42,0,-40,-38,0
1,37,0,-41,-39,-1,-38,-2,37,39,3,-43,-40,-1,39,36,0,37,0,37,0,37,-1,36,0,36,1,-40,-40,-2,41,35
36,1,36,-1,36,0,37,0,39,39,35,1,37,38,-3,-42,-41,1,42,37,-3,-40,-42,1,36,-1,38,38,-1,-40,-42,1
1,37,0,-1,-38,-1,39,38,2,35,1,36,1,-1,37,38,1,36,0,37,-2,1,38,37,2,36,0,36,1,-44,-40,-2
36,2,38,1,38,2,36,0,38,-1,37,0,35,37,-1,-40,-38,1,35,0,37,38,-1,-40,-39,1,36,1,38,0,38,39
0,37,1,37,1,-1,-38,-1,38,39,1,38,-1,36,1,-1,39,37,2,38,1,-42,-39,-1,37,34,1,38,0,-43,-39,0
37,1,36,1,37,1,36,38,0,-41,-42,0,35,0,38,0,38,1,36,1,35,0,36,0,40,38,1,-41,-41,1,37,39
1,37,0,-42,-39,-2,40,38,0,36,2,35,-1,-1,36,35,0,36,0,37,0,0,37,36,0,-40,-40,-2,38,39,2,37
36,1,36,0,35,1,38,37,-3,-42,-40,2,37,-2,35,2,38,1,38,1,38,1,35,1,38,0,36,0,38,1,36,1
1,39,0,35,2,37,1,-41,-39,-2,38,38,-1,0,37,39,1,37,1,-40,-38,1,41,39,0,39,0,-43,-41,0,38,36
-43,2,40,37,-2,-41,-40,1,39,38,-1,-40,-40,1,37,2,40,39,-2,-41,-41,1,36,1,36,1,38,37,-2,-40,-41,-2
-41,-1,37,40,-1,38,1,-41,-41,-1,38,39,2,38,-3,36,0,36,0,37,1,38,1,38,1,-40,-40,-2,40,36,0,36
0,-39,-42,2,37,2,40,38,1,-41,-40,1,36,39,0,-41,-42,1,37,1,35,1,39,38,-1,0,36,1,38,0,37,0
37,39,0,36,0,-42,-38,0,39,38,0,37,1,-41,-36,38,0,-41,-40,0,41,43,2,-40,-39,-1,37,37,-1,35,3,-40
37,0,35,38,-1,-39,-41,-1,36,0,39,37,-1,-39,-40,2,42,38,-1,-41,-40,-1,42,36,-2,-42,-42,0,37,38,-1,-42
