XY travel [mm]: (0.0, 0.0) -> (0.05, 0.05)
Z travel [mm]: (0) -> (0.7)
XY travel [step]: (0, 0) -> (16, 16)
Z travel [step]: (0) -> (441)
(17 x 17 x 442)
18048,2,18048,1,18044,-1,18048,0,18047,3,18045,0,18043,-1,18044,1,18042
-16382,1660,-16377,1660,-16380,1659,-16380,1661,1,18048,2,18044,-3,18044,-1,18043,-1
1659,-16381,1660,-16384,1660,-16384,1660,-16380,1660,-16380,1660,-16382,1659,-16383,1659,-16383,1664
0,18043,4,18044,3,18044,5,18045,4,18043,0,18045,0,18042,3,1661,-16383
18045,0,18041,-1,18042,3,18043,2,18045,-2,18044,3,18046,2,18044,-1,18046
-16381,1660,-16381,1660,-16382,1659,-16381,1661,-16382,1656,-16382,1661,5,18042,2,18049,0
1662,-16380,1658,-16381,1660,-16380,1661,-16379,1659,-16381,1660,-16383,1660,-16383,1659,-16381,1660
0,18040,3,1659,-16381,1661,-16381,1662,-16383,1659,-16380,1661,-16377,1659,-16382,1661,-16381
18044,5,18043,3,18044,3,18045,4,18042,3,18046,1,18042,4,18045,1,18044
-16380,1661,1,18046,1,18044,2,18043,4,18041,1,18044,-2,18042,-5,18043,1
1663,-16382,1661,-16382,1660,-16383,1660,-16383,1663,-16383,1661,-16385,1659,-16386,1659,-16383,1664
-16377,1661,-16380,1664,-16381,1661,-16381,1659,-16383,1656,-16381,1662,-16380,1659,-16380,1660,-16384
1660,-16378,1659,-16385,-14724,-32765,-14724,-32764,-14721,-32769,-14721,-32761,-14723,-32765,-14727,-32763,-14723
-32765,-14724,-32765,-14721,-32767,-14723,-32762,-14724,-32764,-31107,-49146,-31106,-49144,-31106,-49146,-31106,-32765
-14721,-32768,-14723,-32764,-14722,-16381,-14725,-32765,-14724,-32764,-14721,-32762,-14719,-32767,-31107,-49147,-31108
-32762,-14719,-32765,-14724,-32766,-14722,-32767,-14723,-32765,-31103,-49148,-31102,-49148,-31107,-49146,-31107,-49149
-14724,-32763,-14722,-32763,-14722,-32765,-14724,-32765,-14721,-32763,-14724,-16382,1660,-16380,1664,-16383,1662
