XY travel [mm]: (0.0, 0.0) -> (1.0, 1.0)
Z travel [mm]: (0) -> (0.7)
XY travel [step]: (0, 0) -> (315, 315)
Z travel [step]: (0) -> (441)
(316 x 316 x 442)
12147,11496,11865,11003,11360,12319,11904,11134,11699,12117,11567,12162,11821,14472,14161,15366,15065,17177,15475,16364,17986,15093,17257,17743,8946,8974,9290,9802,9839,10053,10381,10905,10424,8727,8264,8688,8667,9964,9449,9583,8518,9756,10461,12007,11570,14654,12267,14161,14410,13938,13953,13484,13629,13222,14119,9841,14202,14143,13953,14814,13912,13892,13997,14096,14033,13999,13949,13995,13832,14011,13950,9194,9846,9418,13991,14274,14487,14489,14777,15224,14244,15326,14980,15289,15596,15049,15555,15132,15025,15184,15145,15216,14984,15324,15513,8341,8650,9190,15635,8612,15804,16279,15926,16154,15889,16306,15723,15551,15844,16099,15882,16024,15925,16180,16006,16155,16009,16217,16540,12597,12680,11809,10312,11480,11451,10709,11127,9933,10051,10049,10424,9592,10584,10393,10584,10390,11126,11256,11488,10045,11781,10829,11198,10791,11404,11293,12060,12029,12307,12299,14075,14140,13915,14396,14327,14287,14160,9065,14078,14322,14203,14406,14646,14175,14036,9272,8252,8045,9520,8813,9486,9456,9370,9155,10506,10310,9934,10831,10834,8771,10623,8656,11200,11050,8136,10091,10746,9762,9725,8986,8557,8132,7908,7600,7283,14832,14361,14221,14120,14966,14154,14249,13011,14253,14037,13172,12433,12350,12885,10668,10058,10593,10663,11297,14121,13173,14575,13505,14159,11257,11734,15242,14079,12089,12519,12350,13253,16536,13502,13025,11123,15089,6164,6116,6077,5834,6032,14807,5991,14392,14321,14556,13990,14099,14491,9842,14160,8571,8986,9542,10266,14219,14816,14422,15226,15208,15273,16874,16338,17600,17132,9420,18090,17762,16047,7960,17243,8607,17674,17597,17246,16072,16335,16303,17051,16949,16662,16307,16416,16126,16375,16055,16091,16123,16497,16215,16003,16178,16577,16156,16090,16216,15803,16873,15884,16180,16174,16157,16616,16119,16696,14804,17064,15057,13298,13889,13750,13125,13835,12326,12108,12304,11946,12111,10311,11169
13742,13253,11917,12025,11339,11570,11087,11369,11386,11738,13128,12728,13434,11741,10992,11004,13390,17085,14357,15360,14178,17106,15274,16209,15740,17508,16123,17082,8729,8946,9574,9644,9788,10060,10249,10714,7915,8724,9073,9072,9640,8686,7719,10348,10312,11569,11772,12029,12115,12563,14142,14372,13886,14202,13696,13668,14163,13625,15335,13910,10049,14815,14137,9803,14096,14525,14100,13913,13988,14118,14258,13913,9152,9764,9420,9971,14181,14411,14254,14570,14941,14815,15230,15275,15131,15106,15834,15763,15092,14979,15095,15107,15128,15267,15452,15637,9197,9248,9498,16169,16028,16008,15913,17658,15964,16132,16024,15804,15987,16006,16107,16093,16995,16005,16359,16412,16176,16130,10092,13710,13017,12265,11252,11741,10992,11326,10086,10344,9275,10150,9372,9922,10017,9884,10310,10665,9752,11206,10166,10269,10525,10626,10394,10707,11168,11248,11443,12886,12076,12188,12726,14236,14130,14325,14140,13953,14906,14654,8728,9253,9331,9688,15129,14692,14084,14282,10821,8438,7477,15066,7594,7667,9385,8711,8377,9413,10838,9494,9663,10913,8735,8983,8767,10266,11621,11403,10911,10788,10571,10463,9752,9801,9151,8914,8454,8100,8379,9414,15049,15061,14133,14493,14062,14073,14972,14855,14095,14696,13744,13991,13028,13092,10949,11202,10166,10545,10710,11362,12179,14451,12238,13586,12597,10919,11485,11570,11692,15145,16119,11367,12307,14529,13743,14612,14212,14120,10875,10349,5787,6482,5374,5521,13655,14899,14208,15065,14732,14409,8859,9076,10092,10014,9308,9761,10693,15312,14764,15232,12113,15761,18023,15313,16222,17021,17799,17635,15687,17772,15920,17331,8377,17299,17551,17333,17834,17188,16971,16977,16357,16864,16794,16783,16585,15965,16460,15922,16260,16007,15357,16658,16098,16619,16947,16456,16949,16861,16992,16334,15227,17146,17284,16860,17125,16130,14316,14853,13792,13872,13981,13830,12444,12682,12446,12847,12931,11044
11571,11087,10961,10482,12565,12602,13126,11130,12851,11249,12024,16257,10874,14340,15187,15097,16905,16310,15803,16310,14773,10269,16659,9888,8568,8533,9212,9196,9644,10126,10433,10907,10622,8953,8993,8815,8862,8687,9806,9540,8132,11338,11568,11390,12066,11692,12105,14179,14489,14255,14115,13893,13789,14753,14609,14161,14116,14958,15023,14139,14366,14352,14197,14186,13993,14191,14074,14141,14073,10572,9203,10093,10103,10239,14408,14920,14692,15209,14813,14940,14980,15230,15357,15015,15761,15156,15351,15407,15720,15185,15801,15248,15638,15851,15717,9623,9079,15830,9727,16098,15764,16226,16130,16049,16337,16068,16005,16027,16335,16356,16334,16159,16702,16093,16617,17439,16701,12774,10014,9931,12314,12215,11776,11218,11251,10481,10625,9667,9842,9663,9659,10016,10270,10482,10662,9621,10622,9713,9928,9879,10664,10390,10703,11129,11329,11484,11951,12266,12071,12309,12603,14972,14200,15237,14409,14252,8808,9039,9208,9503,9883,15184,14771,9469,8218,8688,15019,7961,8311,9535,8829,9494,9125,9235,10705,11341,10582,8727,8911,11982,12066,12003,11570,10947,10788,10010,9976,9660,9571,9155,8557,8649,8687,15056,15594,14706,15351,15015,14120,15058,13794,14511,14861,13356,13754,13195,13133,13163,11043,10475,10544,11093,11445,11647,11689,13987,15228,12927,13420,14407,11124,11525,14282,12141,14407,10347,12515,13229,13048,15420,14454,4431,6117,10947,5664,5666,6262,15014,15679,15013,14735,14583,14198,14316,8789,9501,9888,9235,9338,9976,15638,11298,11566,15216,14771,15289,16048,15001,16089,17093,15719,17599,17328,17777,17890,17726,8443,17074,17172,16922,17554,16772,17312,16216,17518,16972,16699,16412,16702,15986,16496,16077,15922,16177,16618,16164,17439,15090,16661,16244,17674,16307,17365,16075,16784,16072,16659,17151,17705,17225,17206,17755,15189,14295,15024,14065,13913,12975,13708,12440,12684,13134,13050,13133,13095,11085
14224,11280,13068,13507,11053,10921,10479,10425,11658,11361,12449,13010,11210,11243,13429,11213,14850,14158,15182,14858,17299,15597,16408,15188,17756,15800,13989,17927,9576,9248,9942,9381,9347,10143,10390,10705,8687,8988,8945,9028,9500,9568,9161,9658,9369,7830,11511,11696,14183,11365,13972,14325,14223,14113,15074,13792,14905,15063,15108,14411,15188,14857,15014,14942,14288,14856,14255,14531,14288,14240,14249,10668,10192,10184,10306,10463,14514,14857,15007,14897,15090,15389,15394,15067,15996,15226,15271,15881,15463,15762,16181,15596,16120,15717,15452,15966,9667,9693,16158,16172,16743,16334,8172,16375,16178,16047,16126,16046,16127,16500,16351,16578,16356,16780,16770,16618,17267,13215,12485,12559,11983,11953,11701,11128,11130,10267,10874,10150,8902,9494,9543,10106,10326,10015,10193,10463,9462,10018,10275,10430,10273,10423,10479,11161,11298,12063,12197,12477,12636,12968,14694,12772,13531,14899,15411,14569,14293,9367,14957,9498,15092,10018,15194,14900,10271,8356,8578,10584,7400,8261,8174,9930,9275,9645,9662,10621,10790,9694,10561,9644,9039,8755,11618,11565,11484,11529,10873,10703,10053,10054,9539,9459,8729,8317,8689,8565,9411,15511,15002,15024,14032,14373,13838,13706,13616,14816,13988,14736,13221,12932,11698,13212,11123,10964,11097,11173,11487,11821,11923,11944,12395,12563,11615,11333,11391,11252,11622,11568,13467,14040,13427,13872,11292,11322,14470,14613,11160,6364,14204,5537,13655,15313,15300,14734,15007,14815,15189,14652,9423,9293,10230,10537,9622,10500,11431,11361,11655,14941,17303,15678,16927,16298,16269,17635,17015,16581,18053,17895,17776,8305,17019,17953,17094,17306,17076,17217,17204,17131,16870,16576,16839,16573,16872,15927,18000,16574,16951,17019,17079,16697,16051,15356,16254,16535,16969,16497,17151,16255,17069,16859,17041,17144,15247,17086,14034,14816,14176,14161,13062,14407,12635,13050,13169,12684,13457,13710
13502,9968,11530,11572,11521,11555,13295,12467,13090,11586,11652,14352,14692,14552,14981,14767,15393,15949,17620,15458,16414,13554,17752,10128,9608,10754,9844,10248,10100,10916,10661,9623,9331,9114,9118,9199,8947,8604,8795,9535,7625,11141,11324,11536,11653,11895,12271,14439,14078,14256,14491,14095,14077,15129,14896,14868,14736,14439,15679,14567,15189,14974,14238,14752,14943,14467,14735,14470,14817,10978,10827,10877,10669,10479,10786,14956,14939,15094,15023,15338,15147,15966,15677,16160,15927,15250,16498,15957,15722,16181,15762,16311,15885,15998,16093,16156,9848,16212,16824,16210,16537,8415,8798,16179,16699,16305,16701,16786,16657,16994,16700,16994,17086,17093,16698,9975,17142,16993,12968,9797,9971,11855,12388,11877,11047,11532,10310,10950,8911,9077,9294,10011,10269,10564,10023,10158,9934,10192,10063,13022,9616,12212,10356,12261,12605,12806,12730,12483,12724,12484,15232,14922,14612,14700,15230,14083,15186,15179,14819,14854,10106,15203,15061,10439,15884,10012,9684,9579,8015,8694,9167,8610,8683,9506,9618,11614,12389,11251,8949,9345,11989,11084,11614,10948,10789,10668,10061,10179,9461,9386,9150,9157,8395,10478,10660,15094,15514,14707,15231,15368,15228,14185,14691,14038,12973,12031,13710,11916,11089,11849,11213,11696,11650,12138,11784,12486,12430,13272,12473,11252,11009,11528,11366,11441,12187,11622,11402,12065,11566,12560,14368,13618,5487,13697,5254,15084,13631,15057,13589,14927,15063,14999,15354,9692,10918,9971,10153,10477,9337,10191,11326,11775,11519,11458,12350,16066,14898,16224,14411,15690,17440,14251,16332,17340,17632,9581,17978,17684,17902,16946,17225,17325,17697,17434,17304,17077,17243,17067,17261,17042,16985,16992,16982,17068,16657,17013,16822,16970,16907,16042,16700,16190,17598,16098,17602,17125,17362,17181,17403,17701,16902,16314,16984,14098,14812,14604,14409,14212,14696,12726,13051,13273,13505,13447,13252,14002
12599,14367,12928,13133,12630,10310,11703,11610,11366,11484,11249,14033,12568,12769,13979,14159,11128,13711,15206,17604,14867,15638,16094,16130,13315,17201,9805,9762,17202,10232,10384,10102,9429,10347,9849,9725,10011,9722,9664,9247,8985,9294,10387,10700,7404,11566,11384,11656,11585,12070,12308,12731,14050,14814,14331,14491,15086,15147,9686,9887,16530,14976,14855,15063,15235,14859,15018,15481,15090,14857,14972,10923,11085,10871,10978,10834,15128,15020,15277,15352,15188,15023,8809,15764,16095,16132,16179,15762,16102,16823,16468,15803,16122,16008,16103,16091,16269,16575,17133,17994,16143,8611,17284,16824,17095,16702,16838,16662,17144,16860,17998,16981,17016,16974,9421,16984,9621,16782,12882,17620,12523,7505,7788,12067,7999,8441,8489,8989,9927,9291,9707,10270,10012,10018,10241,10146,11206,13709,13515,10397,13329,13051,13620,12310,12488,14937,14257,14406,15566,15064,14955,14859,15230,15066,14971,16334,15238,15021,15218,14816,15405,15314,15275,15062,16153,15966,9578,9724,9725,8986,9198,8951,9463,8319,9894,9962,11060,9803,11503,12686,9198,12149,11924,9726,11525,11612,11057,10960,10432,10460,10129,10015,9932,9379,9726,9615,9303,9765,15055,16292,15566,16293,14082,15145,12978,14817,14099,13871,14446,12434,12912,11783,12030,12065,11697,11822,12307,12390,12396,12520,12355,12684,10912,11249,13292,11401,12434,11331,12981,12390,11410,11483,12344,14489,13742,14284,11123,11206,14000,13254,13012,13543,13313,13376,15957,15396,9706,9500,9494,9930,9430,10841,11417,11364,11020,11286,11436,11617,13314,17158,15561,14076,13392,10920,16407,17954,17964,9108,16357,9497,15566,9688,17441,17688,17364,17278,17362,17410,17300,17690,16991,17239,17121,17149,17130,17223,17464,17023,17492,16662,16970,17440,17654,17774,17208,17188,17633,16662,17150,17979,17739,18022,17206,17930,15300,15151,15293,14369,14366,14858,14372,14935,13621,13674,13700,13340
14162,12245,12850,12183,12967,11613,12888,12567,12436,12404,12683,13986,14450,14321,14777,14373,14935,15841,14494,17752,17856,17154,9936,9584,9886,10874,10710,10524,10663,10565,10963,9339,9932,9576,9498,9346,9069,9927,10430,10476,10551,11023,11286,11292,11326,11337,11738,12212,12931,13169,14897,14397,14036,9797,15186,15247,15104,15125,15187,15369,15062,15050,15064,15237,15272,15059,14122,15008,14937,11391,11005,11298,9214,11385,15148,15199,15231,15267,15308,16027,15802,8491,15842,16126,16211,15842,16256,16590,15884,16154,15963,16224,15847,16181,16454,16174,16173,17496,16699,16945,16982,9158,9064,17181,16699,16309,16781,16921,16827,17340,17095,16996,16979,17092,17671,9807,17209,17229,17941,7012,9882,7229,12314,7959,11908,7872,8563,10055,8644,9623,9889,10023,10309,10710,10544,11252,13135,11480,13589,13279,9297,13353,13509,13654,14201,12487,13630,13272,13127,13842,14074,15410,13052,15123,15802,15184,15065,15179,14818,15090,15108,15611,15598,15207,9762,9756,10024,9232,9803,9272,9456,9236,9725,10087,10107,11211,8485,9430,9723,10054,11951,11858,11405,11291,10960,10750,10702,10281,10017,10128,9724,9621,9322,10015,9247,10091,15106,14877,14571,14650,13995,14105,14729,14912,13630,12249,12228,11909,11785,12111,11912,11992,11993,12203,12029,12488,12681,11835,13174,12845,10917,11406,13908,13940,12062,11431,11446,11388,14412,13616,14322,13224,14282,13426,13508,13027,13377,12883,13260,13171,13260,9423,9850,9196,9893,9622,10025,10555,11089,11253,11647,11085,11448,11621,13385,14297,13631,13893,15635,10836,16980,16308,17385,17048,9852,17572,17687,16869,9894,17825,9248,17838,17709,17262,17252,17946,17367,17375,17266,17228,17513,17294,17560,17049,16823,17094,17752,17704,17946,17067,16743,17730,17949,17438,16088,18050,17951,17435,17215,18047,17297,16986,16005,15053,15393,15015,14943,14468,14854,14734,13383,13741,14073,14474,13547,14257
12767,13378,13394,13342,11251,12311,12352,11285,12302,12388,13066,12270,13267,13993,13388,13792,14178,14411,13903,14368,15955,15677,14533,15275,15505,12067,11991,10182,11209,11568,9626,10751,9451,11606,9663,9763,10744,10318,10795,10018,10482,9765,9723,10304,10433,11132,11082,11821,11489,12231,12111,12433,15004,12350,14321,9608,15239,15681,15186,15230,15844,15145,15202,15105,15057,15679,15302,15107,15205,8982,9272,9684,11299,11129,11500,11696,15458,11571,15886,15637,15229,15759,16068,15844,16257,16010,16692,16658,17181,16618,16472,16496,16242,16499,16156,16825,7790,16660,17039,16907,17015,16983,17304,17200,17041,16821,16967,17996,17228,17197,17232,17207,17124,17369,10004,9332,9459,17970,6531,6816,7396,7541,7396,7674,7598,7859,8335,8265,8606,9381,9579,10267,10430,10587,10434,10544,12419,11325,12216,13090,13296,13711,12487,13010,13422,13992,12932,13011,13356,13336,13431,14119,16090,14242,17307,16211,15454,17127,16051,14981,8605,15356,8809,10147,7909,7835,7961,10145,9383,9333,9240,9702,9422,10229,10987,10502,10432,10627,10495,9292,9709,12192,10232,12069,11644,11169,11295,10922,11056,10358,10748,10468,10311,10100,10385,10016,10243,10351,10124,9760,14402,15023,14735,14771,14177,14528,13988,14074,12899,14115,12977,12476,12763,12813,12738,12686,12848,12731,12604,11087,13315,14731,13313,11088,11250,12725,11300,11202,11909,10960,11386,11818,13147,13589,13593,13630,13260,8908,13031,13212,12400,13459,12693,13089,12484,14488,9163,9884,9342,10052,9629,12935,12596,13133,12883,12069,12483,13132,13315,13462,13792,13423,13388,14244,14450,14447,15007,15147,17345,10187,10618,18044,18021,17268,17574,17301,17351,17930,17819,18086,17836,17271,17014,17704,17014,17635,17071,17474,17599,17796,17096,17962,16967,17188,17132,17657,16969,17224,17207,17975,16124,18001,15412,17957,15333,16094,15182,16661,17700,15392,15408,14943,15423,13090,13530,14527
11648,12609,12268,12378,12066,11534,12264,13030,13129,13226,13338,12361,13788,14289,14820,14351,14532,14178,15436,16072,16621,17249,17205,16529,9684,9238,10467,9239,9489,9618,9602,10124,10311,8902,8596,8995,10538,9367,9493,10230,10318,11444,11523,11280,12079,11511,13050,12068,12265,14066,12475,14202,14410,15829,9807,15830,15717,16161,15722,15291,15189,15884,15063,15964,15839,15234,8949,9134,9720,12307,11912,11907,11741,15926,11783,8641,15760,15964,15804,16051,15884,16093,16129,16795,15927,16211,16456,16146,16784,16510,17023,16838,16581,16848,16987,7641,7759,8181,7901,17160,17439,17125,17227,17094,17462,17585,17656,16967,17215,17340,17400,17574,17369,17583,17723,9896,9975,10120,10913,6848,7194,7215,7395,7515,7628,7602,8257,8418,8306,10570,9257,9837,9804,9919,10542,10270,10498,10433,10910,12483,11856,11658,13004,12424,13212,12397,13009,13354,13255,15564,14080,15561,13909,16099,16334,15154,15147,16097,16051,15226,15149,8901,8871,8132,8031,8991,9254,8685,9766,9347,9459,11521,10554,10479,8857,10832,9124,10607,9073,9453,9686,11555,11872,11618,11088,10887,10916,9073,10230,10390,10061,10474,10872,11478,10065,16785,10664,10210,9692,9888,14078,10874,14207,14356,13252,13161,12646,13086,12729,13017,12771,12885,12726,12885,12851,13267,12968,13845,11284,11559,14692,13793,10922,13115,12388,11479,11324,13698,12430,13742,13670,13150,13255,8685,13129,12671,12969,12200,12429,12355,12516,12302,9648,9313,9383,10055,12348,12424,10882,13269,13294,12306,12519,12676,13130,13167,13382,13946,13465,13996,14075,14186,14818,14985,9374,15223,15271,16578,15274,17754,13424,15985,17307,17493,17746,16941,17306,17824,17863,17600,17750,17800,17225,17159,17551,17639,17243,18050,17752,17713,17856,17202,17743,17797,17624,17626,17337,17321,17217,18047,17705,18053,17771,16027,17645,15056,16210,15013,15186,14254,15190,14521,14113,16074,14612,14706
13487,13297,13151,12187,12161,12025,11479,12351,11221,11620,11551,12848,13074,12813,13316,13549,13447,11132,14083,14034,15012,14936,15242,17617,16306,17163,17019,17475,9963,9461,9927,8796,9452,8986,9976,10103,8727,8791,8764,8730,9038,9535,9196,10429,10477,10959,11083,11651,9239,12031,12800,13630,13423,13989,9535,15113,14483,15315,9424,9649,16187,17196,16021,15925,15967,15149,16048,16005,15256,15149,15332,11870,11945,11912,15719,11743,8528,8569,8300,8467,16074,15925,16071,16374,7786,17771,8136,16699,8304,16825,16787,16701,17018,17182,8814,16984,8337,7977,17134,17226,17037,17298,17250,17856,17765,17637,17553,17299,17251,17619,17683,17695,17603,17769,14557,10151,10200,10106,6572,6570,6614,6893,7562,7359,7559,8391,7672,8439,11051,10316,9459,9607,9416,9689,10027,10388,10166,10542,10913,10954,11490,11605,12028,9724,12112,12310,12358,12643,13355,13384,14933,16217,14312,15842,17076,16784,16090,16333,17985,16659,8304,10507,9241,8318,7913,8143,8566,8643,8540,8773,9532,9612,10360,11486,10231,11368,10496,9251,9535,12062,9033,12272,8936,12518,12068,11908,11375,11085,11168,10435,9711,10714,10475,10751,10572,10741,11739,11285,10752,10582,9730,10186,9274,10582,10476,10586,14804,13378,14056,13173,13176,13628,12933,13016,13184,12968,13020,12934,13390,13133,13741,13751,13461,11490,11163,12476,11502,11818,13225,10960,11256,11289,13168,14285,12981,13257,12160,9604,12391,12967,12404,13007,11703,12351,12038,12266,11703,9371,11843,12229,12352,9768,11736,12388,12541,12558,12447,13052,13024,13463,13380,14118,15569,14039,14383,14449,13891,14854,10692,15437,17148,17188,17541,17750,16078,17241,17823,17553,17734,17398,18010,17828,18021,17941,17982,17814,17797,17977,18050,17892,16079,16977,18057,17721,17740,17939,16730,17706,17800,17839,15967,17728,18048,17933,18041,16617,16454,16009,9756,15189,9215,14120,14924,13995,15005,14733
