XY travel [mm]: (0.0, 0.0) -> (0.05, 0.05)
Z travel [mm]: (0) -> (0.5)
XY travel [step]: (0, 0) -> (16, 16)
Z travel [step]: (0) -> (315)
(17 x 17 x 316)
100002,6,12,100003,100010,100001,6,100003,100006,100001,7,200004,100007,2,100006,100006,100010
100007,8,1,200003,200011,100003,7,11,11,100008,0,300014,300003,500004,400007,400000,1200010
800002,500004,800004,600008,1000004,500009,300009,300002,300002,400008,300007,400003,300005,200005,300003,400000,300005
500005,400000,300008,300004,500003,200007,400007,300010,500008,400004,300005,500003,500009,400007,400001,500011,1000007
800008,800004,500012,700009,600004,800005,200004,2,200001,0,100002,100005,300002,100009,100007,200006,200006
300007,200008,300008,300004,400008,200006,200003,300010,400007,400010,200008,300007,200010,300007,100007,100003,600004
600005,600003,600003,400000,600007,200001,200004,3,100005,200003,6,400009,100006,3,100003,300006,100009
300007,200007,100007,100011,100009,2,200007,100012,1100004,700003,500010,800008,500008,800009,700005,900010,900002
600003,500010,500006,500007,500005,900009,500011,400000,200005,200006,100006,100005,100007,100001,7,7,100009
400004,400006,400009,500006,500004,500001,400004,400000,500007,500007,300004,500007,500008,500004,500008,500011,600006
800002,700012,400008,300009,200009,100005,400004,400003,100004,300002,300006,200003,300007,200002,200010,300009,100009
500003,400004,400008,600002,400008,300004,600001,400004,500001,300002,400009,300006,500002,500005,400006,700004,900006
600003,700012,600005,700007,700003,200001,400005,300004,200008,300002,400000,400004,200004,3,300008,300008,300003
200005,200008,100006,100003,3,4,200004,100009,200007,11,300006,200007,10,100007,800004,600005,800000
1300003,800004,1100005,800006,600003,900008,800006,800007,700004,700001,500009,200004,200009,300007,300008,100006,100008
300003,200008,400006,200006,100009,200005,100001,200009,400011,100011,300001,400009,100008,300007,200007,700004,700004
800004,700005,700000,700009,200005,300004,100005,200001,100004,100002,200007,200002,200006,100004,200010,200006,9
