XY travel [mm]: (0.0, 0.0) -> (0.1, 0.1)
Z travel [mm]: (0) -> (0.6)
XY travel [step]: (0, 0) -> (31, 31)
Z travel [step]: (0) -> (378)
(32 x 32 x 379)
10765,11039,14108,14718,11778,13096,12307,12227,11655,14176,14698,11442,2567,14493,12226,9030,14266,2558,14308,14777,2670,11949,3076,8502,13280,2922,13613,12806,15214,14722,2869,2923
6685,5881,6685,7356,13911,11741,12250,1663,1611,12266,14128,12545,15333,14028,12688,2243,14538,13489,4586,9292,2597,2940,2844,2985,3332,3319,2721,11497,15399,14980,9728,11576
1133,8419,6938,11535,11816,13007,13943,14874,14543,12652,15148,14698,8707,13556,13447,15475,15323,8421,2152,2555,3224,14699,13285,15454,9614,11788,15421,12425,2968,13758,3367,14678
197,625,6727,9293,10102,11940,12405,9085,15274,11820,14450,14024,14200,14695,14717,14683,15333,14778,12602,15072,12020,14349,15474,3179,15413,11616,2309,14352,2755,3020,3124,3795
552,11218,10154,15453,12022,11957,13326,15429,12511,7993,14954,15464,15097,12452,2005,15160,12918,12906,15378,13799,4894,15413,2973,7169,2728,2800,3136,15440,3173,15158,3157,3130
361,172,6725,15380,8334,8222,9164,6703,12025,12838,12369,14548,15444,14667,10533,14778,11789,10072,11528,12796,15222,4120,15382,15430,2674,15404,1365,13407,3654,15265,3042,4542
6528,7344,8302,11485,15116,12151,12757,12067,9369,14722,14149,9409,12061,13810,14774,11929,2369,15178,15372,12789,9174,15399,2657,14329,12263,15224,9826,15160,3110,4058,3126,4503
6025,1892,6726,6620,7385,7528,7425,10477,11529,8468,12360,12756,13575,14147,13315,15130,14798,14746,2108,14884,15470,14917,15287,15357,15011,15401,14797,11212,13583,5191,2922,4626
2682,6890,7440,7593,13244,11146,10395,12583,12386,14237,12794,14520,14684,13542,14026,14718,15376,15014,14916,12957,12182,12364,14470,10113,14664,15291,2766,5905,3118,15176,3195,14452
271,1461,10,-3,678,7405,12862,8390,8159,8306,10326,11943,13869,11984,14489,15407,14766,14789,15287,15122,15112,15418,14231,4757,12496,11942,14402,15090,5817,3024,12959,7320
1054,2,274,1208,1714,401,500,871,794,3005,2938,7254,3559,8373,8703,8334,13527,9158,8388,9285,9248,13099,15167,14571,12919,10589,15282,12536,13079,15143,12147,14121
781,735,1123,656,393,532,1290,916,1204,847,814,1294,3249,3524,3775,3590,8251,8264,8462,8349,9284,9368,9903,10188,13642,12103,12997,15111,15364,15103,15333,14779
1070,89,44,874,108,1450,1228,1780,1855,767,671,5160,3754,5242,8919,8621,8666,10449,8304,10228,11088,10763,1033,12063,13860,12957,9946,5981,10682,11753,3759,15210
827,1110,813,1271,1205,250,231,608,538,527,793,2066,4954,4581,5817,5798,4627,4435,4669,8625,5943,450,626,600,14673,1199,12104,15399,14795,14506,15418,12711
1007,1326,21,279,355,368,875,659,959,5157,5216,1,109,6726,4630,5282,6579,5199,533,13260,638,1571,1763,9817,582,12741,15404,7213,13734,12024,14749,14699
5486,1490,5240,754,419,821,326,536,388,800,1327,1051,1325,1962,125,12,723,5284,378,672,1286,1244,1939,1925,963,11414,620,620,7711,11494,11520,14644
5323,851,388,277,5882,804,1115,1247,1389,1899,1946,440,60,257,582,1121,1070,1245,1906,1692,1929,449,531,795,363,11491,690,11667,625,15320,14682,15416
5321,5583,5780,5531,541,381,258,6538,1204,1076,1408,1545,2109,2065,68,272,694,618,1285,1227,1821,1892,2147,2062,358,820,96,242,330,12549,7169,12592
6276,827,480,925,6361,7251,6624,7988,7528,7672,2148,1005,314,327,232,1573,1324,1856,1613,2148,2194,2472,691,10490,3493,3078,11537,14791,13245,12862,15375,15192
6185,5805,6107,6102,923,6354,7204,1007,7465,7403,7332,7570,8117,7529,1737,779,378,1333,2106,1681,2228,2210,2553,2574,2841,2819,9202,8627,11578,11946,12032,12878
6534,6258,6310,7244,7363,7830,7493,8247,7642,8506,1685,2112,241,2268,2111,2346,2148,2501,2410,2888,2937,3083,3327,11545,3529,14400,3665,7205,331,784,9609,509
6265,6585,1163,6633,1290,785,7121,7046,7954,7710,7949,8006,8540,8273,2308,2270,822,2382,2558,2402,2969,2978,3042,2972,9880,3543,13472,14577,10318,9452,10528,11581
