XY travel [mm]: (0.0, 0.0) -> (0.05, 0.05)
Z travel [mm]: (0) -> (0.7)
XY travel [step]: (0, 0) -> (16, 16)
Z travel [step]: (0) -> (441)
(17 x 17 x 442)
14217,18038,17940,14178,14970,14235,18051,17840,17998,17894,17760,17932,17552,17582,17366,17534,17480
18031,18050,18012,18052,18051,18040,17762,17969,18053,18052,17659,17208,17935,17892,18049,17436,17447
18011,14180,18053,17917,17850,18030,18049,17813,17878,16623,18054,17503,17581,17596,17909,17825,17733
16901,18027,15742,17934,17895,18047,17536,17991,17875,18049,16441,18049,17986,18051,18046,17528,17557
16796,17132,16310,17580,18030,18050,18052,18029,17850,18050,18043,17814,17950,17809,18051,18052,17957
17656,16270,17577,17292,17810,17879,17810,17871,17955,17973,17838,18053,17928,18052,17953,17837,17829
11050,17554,17542,17530,16027,17801,18041,17828,18011,17808,17663,17865,18042,17797,17975,18050,17851
17780,17905,17707,17901,18004,17764,17732,18055,17800,18048,17429,18014,18050,18050,17683,18052,17835
17574,11083,17661,18050,17971,17826,17632,17811,17993,17580,17765,18052,17991,17830,18040,17658,17832
17801,18014,18052,18055,17460,16522,14624,18008,17800,17890,17797,17768,17682,17882,17474,17950,17626
10113,14558,9580,18049,18050,18032,17628,14427,18056,14800,17794,17735,18055,17555,18054,17782,17703
18050,17764,13489,18054,17473,14714,14718,14719,17800,17636,15440,17878,18050,17815,17574,17701,18011
7840,18020,17659,13807,15370,13924,13970,14583,14718,14800,17599,15380,14470,15680,17792,16101,17657
13488,18053,16898,14022,17185,17733,13189,14710,14834,15041,15477,15532,15384,16027,17892,17573,17559
18049,13269,13319,13487,13888,13961,14389,14686,14543,13493,17700,15682,15454,15579,17632,17604,17905
13364,13939,14023,13968,9359,13322,14677,14789,14989,15334,15487,15651,17708,16105,16136,17788,17491
9340,13372,10931,13673,14022,13764,14061,18054,14056,17561,14762,15374,15623,15484,17626,17989,17333
