XY travel [mm]: (0.0, 0.0) -> (0.1, 0.1)
Z travel [mm]: (0) -> (1.0)
XY travel [step]: (0, 0) -> (31, 31)
Z travel [step]: (0) -> (630)
(32 x 32 x 631)
25767,43,25772,41,25770,41,25771,41,25766,41,25770,40,25767,41,25766,41,25772,44,25769,41,25767,47,25768,45,25770,42,25774,43,25768,42,25770,44
39,25771,41,25771,43,25769,41,25769,41,25770,39,25771,44,25771,41,25770,41,25771,41,25769,43,25771,42,25772,41,25771,39,25773,43,25770,42,25770
25770,39,25773,42,25771,42,25772,41,25768,44,25771,41,25772,41,25766,36,25772,41,25771,44,25772,43,25774,41,25765,41,25769,39,25776,43,25773,38
40,25771,42,25768,39,25773,42,25770,42,25772,40,25771,40,25770,46,25772,41,25769,46,25772,41,25767,43,25773,38,25772,43,25772,44,25771,40,25769
25771,36,25772,40,25772,41,25770,42,25772,44,25772,42,25769,41,25768,37,25773,44,25769,43,25773,40,25769,41,25772,41,25772,46,25772,41,25772,40
43,25770,45,25770,42,25769,45,25768,43,25774,41,25769,41,25771,42,25770,42,25771,39,25771,41,25772,42,25771,40,25769,44,25769,41,25771,44,25771
25768,41,25771,41,25769,43,25769,43,25770,40,25770,41,25773,44,25769,40,25771,39,25769,39,25771,42,25770,44,25771,43,25772,41,25773,41,25771,42
44,25770,44,25768,42,25769,42,25769,42,25769,43,25768,43,25771,41,25770,41,25770,41,25772,39,25770,43,25769,42,25769,43,25769,43,25769,44,25769
25773,43,25774,41,25767,44,25772,42,25769,41,25771,42,25767,46,25769,44,25766,41,25768,43,25770,42,25770,44,25769,47,25772,43,25769,45,25770,42
119,25857,122,25855,122,25772,41,25770,40,25767,42,25766,42,25771,42,25770,43,25772,47,25768,45,25768,41,25771,41,25768,43,25769,46,25769,43,25771
25860,121,25855,123,25856,121,25855,123,25855,128,25856,126,25855,127,25856,124,25857,122,25860,122,25862,123,25859,121,25860,125,25858,124,25859,121,25856,126
124,25858,125,25855,124,25861,121,25860,121,25858,121,25858,124,25853,124,25862,120,25859,122,25855,125,25859,124,25858,120,25857,122,25860,124,25856,123,25861
25859,124,25855,124,25854,121,25855,124,25855,124,25858,122,25857,120,25858,125,25857,119,25855,126,25859,125,25856,121,25858,120,25856,118,25857,119,25857,121
122,25859,125,25856,121,25855,121,25857,120,25853,122,25860,122,25856,121,25862,123,25859,120,25860,124,25859,128,25859,124,25858,121,25855,125,25858,122,25857
25859,123,25861,120,25857,121,25856,123,25855,124,25855,124,25859,120,25857,122,25856,124,25856,123,25857,124,25854,121,25861,125,25854,120,25863,125,25857,125
124,25860,126,25856,122,25857,125,25855,123,25855,122,25858,123,25857,122,25853,126,25857,119,25858,124,25856,123,25857,120,25857,121,25856,121,25857,121,25859
25858,123,25857,125,25852,122,25857,122,25857,124,25858,122,25856,124,25858,120,25857,123,25858,122,25859,123,25855,124,25856,121,25856,120,25853,123,25858,123
121,25857,122,25858,121,25858,124,25854,123,25853,125,25855,124,25856,121,25856,124,25856,122,25858,125,25858,123,25855,123,25853,124,25852,121,25857,124,25862
25859,122,25856,123,25857,122,25857,124,25858,126,25857,124,25856,125,25854,125,25855,123,25857,119,25862,122,25857,122,25860,122,25854,123,25855,122,25857,121
47,25773,43,25770,43,25767,41,25772,39,25772,123,25854,127,25859,116,25853,124,25858,124,25852,122,25858,124,25859,120,25858,124,25857,120,25860,122,25857
25768,40,25772,42,25772,39,25769,42,25773,41,25771,40,25771,42,25772,43,25772,41,25767,44,25768,41,25769,41,25770,39,25772,39,25769,46,25768,45
43,25774,41,25773,42,25772,42,25771,42,25770,44,25772,42,25768,41,25769,42,25770,39,25770,43,25767,47,25772,44,25767,44,25770,43,25767,42,25768
25767,46,25772,42,25770,42,25772,43,25770,47,25771,44,25772,44,25772,40,25770,45,25769,45,25768,45,25769,41,25772,47,25768,45,25767,38,25770,44
45,25765,42,25768,42,25772,44,25767,44,25768,45,25772,43,25772,43,25772,43,25772,40,25772,43,25766,41,25769,46,25771,44,25768,45,25771,41,25772
25771,46,25769,43,25771,48,25766,45,25770,40,25770,41,25766,45,25767,44,25766,43,25766,46,25770,46,25768,42,25767,44,25768,42,25767,45,25769,44
42,25768,45,25769,41,25770,47,25768,44,25770,45,25768,43,25768,46,25767,46,25770,43,25768,41,25770,38,25771,42,25769,43,25766,47,25771,40,25769
25768,43,25768,43,25765,44,25767,41,25768,44,25768,44,25768,49,25769,45,25766,43,25767,42,25772,42,25770,45,25765,44,25767,45,25769,44,25770,42
47,25769,43,25766,45,25766,40,25768,42,25769,47,25766,45,25767,42,25770,43,25766,46,25772,42,25768,43,25769,43,25771,46,25770,43,25768,43,25770
25768,41,25767,43,25768,41,25767,45,25769,43,25772,46,25768,46,25767,40,25769,46,25769,40,25774,41,25772,46,25767,45,25772,44,25766,42,25770,45
122,25855,119,25859,124,25855,124,25857,126,25859,126,25861,124,25861,123,25768,45,25770,43,25767,44,25766,43,25769,39,25771,43,25769,43,25768,46,25765
25856,121,25853,122,25858,121,25857,125,25854,123,25858,125,25856,121,25858,125,25854,124,25855,121,25856,123,25858,123,25854,123,25856,121,25860,123,25855,124
123,25856,118,25857,121,25857,124,25858,124,25858,123,25858,121,25860,123,25855,121,25855,121,25858,124,25857,123,25857,127,25855,123,25856,126,25855,121,25862
